"quarter","group","metric","segment","year","category","value"
4,"sg-nonres","participants","month",2006,"9",21212
4,"sg-nonres","participants","month",2006,"10",53170
4,"sg-nonres","participants","month",2006,"11",47882
4,"sg-nonres","participants","month",2006,"12",18792
4,"sg-nonres","participants","month",2007,"0",11985
4,"sg-nonres","participants","month",2007,"1",37108
4,"sg-nonres","participants","month",2007,"2",7828
4,"sg-nonres","participants","month",2007,"3",9750
4,"sg-nonres","participants","month",2007,"4",17448
4,"sg-nonres","participants","month",2007,"5",14850
4,"sg-nonres","participants","month",2007,"6",4912
4,"sg-nonres","participants","month",2007,"7",3136
4,"sg-nonres","participants","month",2007,"8",7127
4,"sg-nonres","participants","month",2007,"9",19057
4,"sg-nonres","participants","month",2007,"10",47201
4,"sg-nonres","participants","month",2007,"11",50984
4,"sg-nonres","participants","month",2007,"12",11871
4,"sg-nonres","participants","month",2008,"0",11845
4,"sg-nonres","participants","month",2008,"1",35758
4,"sg-nonres","participants","month",2008,"2",6518
4,"sg-nonres","participants","month",2008,"3",8184
4,"sg-nonres","participants","month",2008,"4",17069
4,"sg-nonres","participants","month",2008,"5",17384
4,"sg-nonres","participants","month",2008,"6",2558
4,"sg-nonres","participants","month",2008,"7",3182
4,"sg-nonres","participants","month",2008,"8",8042
4,"sg-nonres","participants","month",2008,"9",17725
4,"sg-nonres","participants","month",2008,"10",41628
4,"sg-nonres","participants","month",2008,"11",32798
4,"sg-nonres","participants","month",2008,"12",26417
4,"sg-nonres","participants","month",2009,"0",11252
4,"sg-nonres","participants","month",2009,"1",36114
4,"sg-nonres","participants","month",2009,"2",7279
4,"sg-nonres","participants","month",2009,"3",8708
4,"sg-nonres","participants","month",2009,"4",17061
4,"sg-nonres","participants","month",2009,"5",13671
4,"sg-nonres","participants","month",2009,"6",4597
4,"sg-nonres","participants","month",2009,"7",2874
4,"sg-nonres","participants","month",2009,"8",6768
4,"sg-nonres","participants","month",2009,"9",17674
4,"sg-nonres","participants","month",2009,"10",33842
4,"sg-nonres","participants","month",2009,"11",32069
4,"sg-nonres","participants","month",2009,"12",26492
4,"sg-nonres","participants","month",2010,"0",9935
4,"sg-nonres","participants","month",2010,"1",30793
4,"sg-nonres","participants","month",2010,"2",7127
4,"sg-nonres","participants","month",2010,"3",8020
4,"sg-nonres","participants","month",2010,"4",18542
4,"sg-nonres","participants","month",2010,"5",11191
4,"sg-nonres","participants","month",2010,"6",4813
4,"sg-nonres","participants","month",2010,"7",1909
4,"sg-nonres","participants","month",2010,"8",5907
4,"sg-nonres","participants","month",2010,"9",17273
4,"sg-nonres","participants","month",2010,"10",30008
4,"sg-nonres","participants","month",2010,"11",28843
4,"sg-nonres","participants","month",2010,"12",24509
4,"sg-nonres","participants","month",2011,"0",8940
4,"sg-nonres","participants","month",2011,"1",31975
4,"sg-nonres","participants","month",2011,"2",6758
4,"sg-nonres","participants","month",2011,"3",7288
4,"sg-nonres","participants","month",2011,"4",15674
4,"sg-nonres","participants","month",2011,"5",10029
4,"sg-nonres","participants","month",2011,"6",4575
4,"sg-nonres","participants","month",2011,"7",6988
4,"sg-nonres","participants","month",2011,"8",6613
4,"sg-nonres","participants","month",2011,"9",19197
4,"sg-nonres","participants","month",2011,"10",24892
4,"sg-nonres","participants","month",2011,"11",27929
4,"sg-nonres","participants","month",2011,"12",24588
4,"sg-nonres","participants","month",2012,"0",8606
4,"sg-nonres","participants","month",2012,"1",32414
4,"sg-nonres","participants","month",2012,"2",6762
4,"sg-nonres","participants","month",2012,"3",10139
4,"sg-nonres","participants","month",2012,"4",12916
4,"sg-nonres","participants","month",2012,"5",11208
4,"sg-nonres","participants","month",2012,"6",3357
4,"sg-nonres","participants","month",2012,"7",6869
4,"sg-nonres","participants","month",2012,"8",7755
4,"sg-nonres","participants","month",2012,"9",16383
4,"sg-nonres","participants","month",2012,"10",28560
4,"sg-nonres","participants","month",2012,"11",36671
4,"sg-nonres","participants","month",2012,"12",15229
4,"sg-nonres","participants","month",2013,"0",6920
4,"sg-nonres","participants","month",2013,"1",31244
4,"sg-nonres","participants","month",2013,"2",8811
4,"sg-nonres","participants","month",2013,"3",7634
4,"sg-nonres","participants","month",2013,"4",16892
4,"sg-nonres","participants","month",2013,"5",12491
4,"sg-nonres","participants","month",2013,"6",8559
4,"sg-nonres","participants","month",2013,"7",2818
4,"sg-nonres","participants","month",2013,"8",7788
4,"sg-nonres","participants","month",2013,"9",15609
4,"sg-nonres","participants","month",2013,"10",24952
4,"sg-nonres","participants","month",2013,"11",21469
4,"sg-nonres","participants","month",2013,"12",27981
4,"sg-nonres","participants","month",2014,"0",8635
4,"sg-nonres","participants","month",2014,"1",26988
4,"sg-nonres","participants","month",2014,"2",7877
4,"sg-nonres","participants","month",2014,"3",7572
4,"sg-nonres","participants","month",2014,"4",15728
4,"sg-nonres","participants","month",2014,"5",13424
4,"sg-nonres","participants","month",2014,"6",7639
4,"sg-nonres","participants","month",2014,"7",2283
4,"sg-nonres","participants","month",2014,"8",8524
4,"sg-nonres","participants","month",2014,"9",14284
4,"sg-nonres","participants","month",2014,"10",26817
4,"sg-nonres","participants","month",2014,"11",22193
4,"sg-nonres","participants","month",2014,"12",27444
4,"sg-nonres","participants","month",2015,"0",7898
4,"sg-nonres","participants","month",2015,"1",25211
4,"sg-nonres","participants","month",2015,"2",7608
4,"sg-nonres","participants","month",2015,"3",8980
4,"sg-nonres","participants","month",2015,"4",16109
4,"sg-nonres","participants","month",2015,"5",11570
4,"sg-nonres","participants","month",2015,"6",9524
4,"sg-nonres","participants","month",2015,"7",2355
4,"sg-nonres","participants","month",2015,"8",7322
4,"sg-nonres","participants","month",2015,"9",14442
4,"sg-nonres","participants","month",2015,"10",28156
4,"sg-nonres","participants","month",2015,"11",25127
4,"sg-nonres","participants","month",2015,"12",25781
4,"sg-nonres","participants","month",2016,"0",7961
4,"sg-nonres","participants","month",2016,"1",29358
4,"sg-nonres","participants","month",2016,"2",9365
4,"sg-nonres","participants","month",2016,"3",7893
4,"sg-nonres","participants","month",2016,"4",15186
4,"sg-nonres","participants","month",2016,"5",10034
4,"sg-nonres","participants","month",2016,"6",8559
4,"sg-nonres","participants","month",2016,"7",2144
4,"sg-nonres","participants","month",2016,"8",7414
4,"sg-nonres","participants","month",2016,"9",15395
4,"sg-nonres","participants","month",2016,"10",25462
4,"sg-nonres","participants","month",2016,"11",27798
4,"sg-nonres","participants","month",2016,"12",22812
4,"sg-nonres","participants - recruited","month",2011,"0",1
4,"sg-nonres","participants - recruited","month",2011,"1",407
4,"sg-nonres","participants - recruited","month",2011,"2",317
4,"sg-nonres","participants - recruited","month",2011,"3",238
4,"sg-nonres","participants - recruited","month",2011,"4",37
4,"sg-nonres","participants - recruited","month",2011,"5",1307
4,"sg-nonres","participants - recruited","month",2011,"6",749
4,"sg-nonres","participants - recruited","month",2011,"7",1258
4,"sg-nonres","participants - recruited","month",2011,"8",159
4,"sg-nonres","participants - recruited","month",2011,"9",350
4,"sg-nonres","participants - recruited","month",2011,"10",775
4,"sg-nonres","participants - recruited","month",2011,"11",1047
4,"sg-nonres","participants - recruited","month",2011,"12",498
4,"sg-nonres","participants - recruited","month",2012,"0",3
4,"sg-nonres","participants - recruited","month",2012,"1",574
4,"sg-nonres","participants - recruited","month",2012,"2",204
4,"sg-nonres","participants - recruited","month",2012,"3",212
4,"sg-nonres","participants - recruited","month",2012,"4",57
4,"sg-nonres","participants - recruited","month",2012,"5",1653
4,"sg-nonres","participants - recruited","month",2012,"6",504
4,"sg-nonres","participants - recruited","month",2012,"7",1451
4,"sg-nonres","participants - recruited","month",2012,"8",228
4,"sg-nonres","participants - recruited","month",2012,"9",260
4,"sg-nonres","participants - recruited","month",2012,"10",819
4,"sg-nonres","participants - recruited","month",2012,"11",1188
4,"sg-nonres","participants - recruited","month",2012,"12",422
4,"sg-nonres","participants - recruited","month",2013,"0",6
4,"sg-nonres","participants - recruited","month",2013,"1",416
4,"sg-nonres","participants - recruited","month",2013,"2",346
4,"sg-nonres","participants - recruited","month",2013,"3",209
4,"sg-nonres","participants - recruited","month",2013,"4",47
4,"sg-nonres","participants - recruited","month",2013,"5",1782
4,"sg-nonres","participants - recruited","month",2013,"6",1630
4,"sg-nonres","participants - recruited","month",2013,"7",135
4,"sg-nonres","participants - recruited","month",2013,"8",253
4,"sg-nonres","participants - recruited","month",2013,"9",275
4,"sg-nonres","participants - recruited","month",2013,"10",870
4,"sg-nonres","participants - recruited","month",2013,"11",1179
4,"sg-nonres","participants - recruited","month",2013,"12",467
4,"sg-nonres","participants - recruited","month",2014,"0",1
4,"sg-nonres","participants - recruited","month",2014,"1",436
4,"sg-nonres","participants - recruited","month",2014,"2",332
4,"sg-nonres","participants - recruited","month",2014,"3",276
4,"sg-nonres","participants - recruited","month",2014,"4",80
4,"sg-nonres","participants - recruited","month",2014,"5",1824
4,"sg-nonres","participants - recruited","month",2014,"6",1437
4,"sg-nonres","participants - recruited","month",2014,"7",147
4,"sg-nonres","participants - recruited","month",2014,"8",267
4,"sg-nonres","participants - recruited","month",2014,"9",379
4,"sg-nonres","participants - recruited","month",2014,"10",1251
4,"sg-nonres","participants - recruited","month",2014,"11",1413
4,"sg-nonres","participants - recruited","month",2014,"12",679
4,"sg-nonres","participants - recruited","month",2015,"0",2
4,"sg-nonres","participants - recruited","month",2015,"1",509
4,"sg-nonres","participants - recruited","month",2015,"2",304
4,"sg-nonres","participants - recruited","month",2015,"3",241
4,"sg-nonres","participants - recruited","month",2015,"4",61
4,"sg-nonres","participants - recruited","month",2015,"5",1471
4,"sg-nonres","participants - recruited","month",2015,"6",2266
4,"sg-nonres","participants - recruited","month",2015,"7",136
4,"sg-nonres","participants - recruited","month",2015,"8",165
4,"sg-nonres","participants - recruited","month",2015,"9",573
4,"sg-nonres","participants - recruited","month",2015,"10",1299
4,"sg-nonres","participants - recruited","month",2015,"11",2186
4,"sg-nonres","participants - recruited","month",2015,"12",799
4,"sg-nonres","participants - recruited","month",2016,"0",1
4,"sg-nonres","participants - recruited","month",2016,"1",592
4,"sg-nonres","participants - recruited","month",2016,"2",421
4,"sg-nonres","participants - recruited","month",2016,"3",283
4,"sg-nonres","participants - recruited","month",2016,"4",80
4,"sg-nonres","participants - recruited","month",2016,"5",988
4,"sg-nonres","participants - recruited","month",2016,"6",1827
4,"sg-nonres","participants - recruited","month",2016,"7",85
4,"sg-nonres","participants - recruited","month",2016,"8",258
4,"sg-nonres","participants - recruited","month",2016,"9",501
4,"sg-nonres","participants - recruited","month",2016,"10",1371
4,"sg-nonres","participants - recruited","month",2016,"11",2137
4,"sg-nonres","participants - recruited","month",2016,"12",814
4,"sg-res","participants","All",2006,"All",184341
4,"sg-res","participants","All",2007,"All",192204
4,"sg-res","participants","All",2008,"All",188683
4,"sg-res","participants","All",2009,"All",186551
4,"sg-res","participants","All",2010,"All",180370
4,"sg-res","participants","All",2011,"All",179202
4,"sg-res","participants","All",2012,"All",183942
4,"sg-res","participants","All",2013,"All",184269
4,"sg-res","participants","All",2014,"All",189554
4,"sg-res","participants","All",2015,"All",192731
4,"sg-res","participants","All",2016,"All",193748
4,"sg-res","participants","gender",2006,"Male",175898
4,"sg-res","participants","gender",2006,"Female",8443
4,"sg-res","participants","gender",2007,"Male",183206
4,"sg-res","participants","gender",2007,"Female",8998
4,"sg-res","participants","gender",2008,"Male",179639
4,"sg-res","participants","gender",2008,"Female",9044
4,"sg-res","participants","gender",2009,"Male",177167
4,"sg-res","participants","gender",2009,"Female",9384
4,"sg-res","participants","gender",2010,"Male",171436
4,"sg-res","participants","gender",2010,"Female",8934
4,"sg-res","participants","gender",2011,"Male",169862
4,"sg-res","participants","gender",2011,"Female",9340
4,"sg-res","participants","gender",2012,"Male",173531
4,"sg-res","participants","gender",2012,"Female",10411
4,"sg-res","participants","gender",2013,"Male",173346
4,"sg-res","participants","gender",2013,"Female",10923
4,"sg-res","participants","gender",2014,"Male",177653
4,"sg-res","participants","gender",2014,"Female",11901
4,"sg-res","participants","gender",2015,"Male",180047
4,"sg-res","participants","gender",2015,"Female",12684
4,"sg-res","participants","gender",2016,"Male",180784
4,"sg-res","participants","gender",2016,"Female",12964
4,"sg-res","participants","age",2006,"0-17",11485
4,"sg-res","participants","age",2006,"18-24",25603
4,"sg-res","participants","age",2006,"25-34",35839
4,"sg-res","participants","age",2006,"35-44",42425
4,"sg-res","participants","age",2006,"45-54",41494
4,"sg-res","participants","age",2006,"55-64",22844
4,"sg-res","participants","age",2006,"65+",4651
4,"sg-res","participants","age",2007,"0-17",11205
4,"sg-res","participants","age",2007,"18-24",26219
4,"sg-res","participants","age",2007,"25-34",36978
4,"sg-res","participants","age",2007,"35-44",41922
4,"sg-res","participants","age",2007,"45-54",43591
4,"sg-res","participants","age",2007,"55-64",25348
4,"sg-res","participants","age",2007,"65+",6941
4,"sg-res","participants","age",2008,"0-17",10315
4,"sg-res","participants","age",2008,"18-24",25227
4,"sg-res","participants","age",2008,"25-34",36472
4,"sg-res","participants","age",2008,"35-44",39294
4,"sg-res","participants","age",2008,"45-54",42493
4,"sg-res","participants","age",2008,"55-64",25877
4,"sg-res","participants","age",2008,"65+",9005
4,"sg-res","participants","age",2009,"0-17",9575
4,"sg-res","participants","age",2009,"18-24",24322
4,"sg-res","participants","age",2009,"25-34",35972
4,"sg-res","participants","age",2009,"35-44",37016
4,"sg-res","participants","age",2009,"45-54",41370
4,"sg-res","participants","age",2009,"55-64",26981
4,"sg-res","participants","age",2009,"65+",11315
4,"sg-res","participants","age",2010,"0-17",8238
4,"sg-res","participants","age",2010,"18-24",22514
4,"sg-res","participants","age",2010,"25-34",34711
4,"sg-res","participants","age",2010,"35-44",34601
4,"sg-res","participants","age",2010,"45-54",39644
4,"sg-res","participants","age",2010,"55-64",27440
4,"sg-res","participants","age",2010,"65+",13222
4,"sg-res","participants","age",2011,"0-17",7648
4,"sg-res","participants","age",2011,"18-24",22080
4,"sg-res","participants","age",2011,"25-34",34032
4,"sg-res","participants","age",2011,"35-44",33268
4,"sg-res","participants","age",2011,"45-54",38476
4,"sg-res","participants","age",2011,"55-64",27909
4,"sg-res","participants","age",2011,"65+",15789
4,"sg-res","participants","age",2012,"0-17",7574
4,"sg-res","participants","age",2012,"18-24",22910
4,"sg-res","participants","age",2012,"25-34",34782
4,"sg-res","participants","age",2012,"35-44",33116
4,"sg-res","participants","age",2012,"45-54",37883
4,"sg-res","participants","age",2012,"55-64",28792
4,"sg-res","participants","age",2012,"65+",18885
4,"sg-res","participants","age",2013,"0-17",7363
4,"sg-res","participants","age",2013,"18-24",22827
4,"sg-res","participants","age",2013,"25-34",34962
4,"sg-res","participants","age",2013,"35-44",32143
4,"sg-res","participants","age",2013,"45-54",36259
4,"sg-res","participants","age",2013,"55-64",28817
4,"sg-res","participants","age",2013,"65+",21898
4,"sg-res","participants","age",2014,"0-17",7164
4,"sg-res","participants","age",2014,"18-24",23445
4,"sg-res","participants","age",2014,"25-34",35855
4,"sg-res","participants","age",2014,"35-44",32186
4,"sg-res","participants","age",2014,"45-54",35842
